_id,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）,實際預約網址（手動）,爬蟲分類（手動）,醫事機構代碼（自動）,是否現在為施打點？（自動）,Last Modified,備註（手動）,預約方式（手動）,是否可以爬蟲（手動）,爬蟲結果（手動）,爬蟲人（手動）,爬蟲程式碼（手動）,開放預約時間（手動）
rec042pWIkM2XYbPz,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.535784,24.061299,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,04-7113456,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,彰基醫院系列,1137010051,1,2021-07-11T05:50:20.000Z
rec08cD0RKn76Wh13,臺東縣延平鄉衛生所,臺東縣,延平鄉,臺東縣延平鄉桃源村昇平路11號,121.085663,22.902109,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346120010,089-561040,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346120010,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統
rec0AWIzBqlCkyReN,卓醫院,彰化縣,北斗鎮,彰化縣北斗鎮西安里中山路一段311號,120.51554,23.872278,https://docs.google.com/forms/d/e/1FAIpQLSdpYfIuWqdcQ295WbggrKmRa9fZUlBUNQmZEvt6pwV9yqYmXg/viewform,04-8882995,,,1537040066,1,2021-07-11T05:50:20.000Z,"無法找到任何資料
",
rec0FuMJbi7riIuKY,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,"https://www.shh.org.tw/page/ShhregVaccine.aspx
",02-22490088,https://www.shh.org.tw/page/ShhregVaccine.aspx,北醫系列,1331040513,1,2021-07-11T11:05:50.000Z,,掛號系統
rec0GpEaNU2mmptpo,東港靜思堂(東港衛生所站),屏東縣,東港鎮,928台灣屏東縣東港鎮,120.4634753,22.471462,,"08 832 5310",,,,,2021-07-11T15:18:58.000Z,各縣市資料,
rec0HMofu1o1WZTxb,衛生福利部臺南醫院,臺南市,中西區,臺南市中西區中山路125號,120.209228,22.995819,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,06-2200055,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,衛福部系列,0121050011,1,2021-07-11T05:50:20.000Z,,
rec4jZnVkHUa1nTGy,王渭鵬內科診所,臺南市,麻豆區,台南市麻豆區新生南路90號,,,,06-5711117,,,,,2021-07-11T15:22:52.000Z,各縣市資料,,
rec4jnVqMUIem7HfL,白袍旅人兒科診所,臺南市,安平區,台南市安平區華平路146-5號,,,,06-2970500,,,,,2021-07-11T15:22:28.000Z,各縣市資料,,
rec4s0Ha1yRJpeHJa,彰化基督教醫療財團法人彰化基督教醫院,彰化縣,彰化市,彰化縣彰化市南校街135號、中華路176號、旭光路235、320號,120.544461,24.07149,https://www.cch.org.tw/news_page.aspx?Id=144#,04-7238595,https://dpt.cch.org.tw/res_vaccine/res.aspx,彰基醫院系列,1137010024,1,2021-07-11T05:50:20.000Z,"目前網路僅提供第二劑預約
",,
rec4xMQfEZMKrg96V,佳一家庭診所,臺南市,東區,台南市東區東光路一段132號,,,,06-2360513,,,,,2021-07-11T15:22:47.000Z,各縣市資料,,
rec4zaCEYvi0E0WLM,樂活診所,臺北市,大安區,臺北市大安區師大路12號,121.528269945,25.025681415302,,02-2368-3883,,,,,2021-07-11T15:19:23.000Z,各縣市資料,,
rec51h6gLDtba81dL,優生婦產科醫院,屏東縣,屏東市,900台灣屏東縣屏東市瑞光路三段103號,120.5038553,22.6860494,,"08 738 2222",,,,,2021-07-11T15:19:08.000Z,各縣市資料,,
rec55TjGWe7VliMKP,胡文就診所,臺南市,安南區,台南市安南區安中路四段89號,,,,06-2456969,,,,,2021-07-11T15:22:40.000Z,各縣市資料,,
rec58GJ2ClLqpEPkp,國泰醫療財團法人國泰綜合醫院,臺北市,大安區,臺北市大安區仁愛路4段280號，266巷6號,121.544223,25.037666,https://reg.cgh.org.tw/tw/reg/main.jsp?source=V,02-27082121,https://reg.cgh.org.tw/tw/reg/main.jsp?source=V,國泰醫院系列,1101020018,1,2021-07-11T11:05:50.000Z,,掛號系統,
rec5CQdglStm4x5do,國泰醫療財團法人內湖國泰診所,臺北市,內湖區,臺北市內湖區瑞光路506號,121.5678256025,25.079388146293,,02-8797-2121,,,,,2021-07-11T15:19:32.000Z,各縣市資料,,
rec5CkSEEaoH8Mt1c,陳耳鼻喉科診所,臺南市,六甲區,台南市六甲區珊瑚路26號,,,,06-6993986,,,,,2021-07-11T15:22:19.000Z,各縣市資料,,
rec5EI43IZzRLp4Dd,崇祐小兒科診所,臺南市,新化區,台南市新化區忠孝路285號,,,,06-5980342,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,
rec5EMorofcGuSoUG,慧洋診所,臺北市,萬華區,臺北市萬華區莒光路125號,121.50376438474,25.030970861819,,02-2302-0209,,,,,2021-07-11T15:20:02.000Z,各縣市資料,,
rec5EzhNJJHdgyCpn,民生承安診所,臺北市,中山區,臺北市中山區民生東路3段90號,121.54350220289,25.0574624829,,02-2503-2633,,,,,2021-07-11T15:19:25.000Z,各縣市資料,,
rec5HXri82CMSQMtC,許崇哲耳鼻喉科診所,臺南市,永康區,台南市永康區中山南路126號,,,,06-2314815,,,,,2021-07-11T15:22:23.000Z,各縣市資料,,
rec5I8kwAdHsQYahp,王躬仁診所,臺北市,松山區,臺北市松山區新中街12-3號1樓,121.56050593247,25.060189656839,,02-2764-6685,,,,,2021-07-11T15:19:52.000Z,各縣市資料,,
rec5TwhjUPXINQ9E3,健康超人兒科診所,臺南市,永康區,台南市永康區中華路13號,,,,06-3122598,,,,,2021-07-11T15:22:23.000Z,各縣市資料,,
rec5WY3mK9pTNZsTM,萬丹國中活動中心(萬丹衛生所站),屏東縣,萬丹鄉,913台灣屏東縣萬丹鄉萬丹路一段501號,120.4884536,22.596841,,"08 777 2049",,,,,2021-07-11T15:18:58.000Z,各縣市資料,,
rec5c6spr2ShI93bd,吳長芳小兒科診所,臺南市,仁德區,台南市仁德區中正路二段795號,,,,06-2797929,,,,,2021-07-11T15:22:16.000Z,各縣市資料,,
rec5dtfSnnk16S17y,大千醫療社團法人南勢醫院,苗栗縣,苗栗市,苗栗縣苗栗市南勢里南勢52號,120.78834,24.519791,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=0935010021,037-369936,http://60.249.72.244/reg/WebRegISAPI.dll/MXa9yzmQguACaWgIODZcEG/$/?call_zone=DC&call_type=division&call_code=A90,大千醫院系列,0935010021,1,2021-07-11T05:50:20.000Z,,,
rec5pqGCZNALNKYv5,佳順診所,臺南市,下營區,台南市下營區中正北路18號1樓,,,,06-6891055,,,,,2021-07-11T15:22:12.000Z,各縣市資料,,
rec5qrIJnAf4q4Pj6,萬澤內科診所,臺北市,萬華區,臺北市萬華區萬大路425之1號2樓,121.49873426122,25.021404710119,,02-2339-7018,,,,,2021-07-11T15:20:02.000Z,各縣市資料,,
rec61ENSSXp9O6kue,快樂兒童診所,臺北市,萬華區,臺北市萬華區寶興街121號1樓,121.49480270003,25.02522893972,,02-2332-8610,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,
rec663SjZ87UlmL9a,臺南市白河區衛生所,臺南市,白河區,臺南市白河區永安里國光路5號,,,,06-6852014,,,,,2021-07-11T15:22:04.000Z,各縣市資料,,
rec67AlbOgBU54IRL,枋寮醫療社團法人枋寮醫院急診室,屏東縣,枋寮鄉,940台灣屏東縣枋寮鄉中山路139號,120.5965335,22.3639491,,"08 878 9556",,,,,2021-07-11T15:19:00.000Z,各縣市資料,,
rec68cZAlD5wkJeEi,恆春國中,屏東縣,恆春鎮,946台灣屏東縣恆春鎮文化路79號,120.7478236,22.0015703,,"08 889 2039",,,,,2021-07-11T15:18:58.000Z,各縣市資料,,
rec69CoBfiFSdxnbu,新北市雙溪區衛生所,新北市,雙溪區,新北市雙溪區新基南路18號,121.86645,25.037917,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331250010,02-24931211,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331250010,1,2021-07-11T11:05:50.000Z,,預約系統,是
rec6DH3wGO5C3ijO5,衛生福利部嘉義醫院,嘉義市,西區,嘉義市西區福全里北港路312號,120.4308,23.479849,https://chyiwww001.chyi.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0227&Date=&Noon=,05-2319090,https://chyiwww001.chyi.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0227&Date=&Noon=,衛福部系列,0122020517,1,2021-07-11T05:50:20.000Z,,,
rec6GQUJnMbiLqo3B,李明鎮家庭醫學科診所,臺南市,歸仁區,台南市歸仁區中山路一段330號,,,,06-2306990,,,,,2021-07-11T15:23:00.000Z,各縣市資料,,
rec6GTcx7yeDjgl9M,台南市六甲區衛生所,臺南市,六甲區,臺南市六甲區二甲里26鄰中華路110號,,,,06-6982013,,,,,2021-07-11T15:22:06.000Z,各縣市資料,,
rec6IbiMBAf6mizDH,臺北榮民總醫院新竹分院,新竹縣,竹東鎮,新竹縣竹東鎮中豐路1段81號,121.099575,24.722702,http://www.vhct.gov.tw/,03-5962134,http://www.vhct.gov.tw/web/b04_covid19/blank.htm,醫院各自系統,0633030010,1,2021-07-11T05:50:20.000Z,"目前暫停預約
",,
rec6Lt8fCPMEe5uvR,關渡國中,臺北市,北投區,台北市北投區知行路212號,121.46735757122,25.119894047957,,,,,,,2021-07-11T15:21:59.000Z,各縣市資料,,
rec6NQOMdAi7Jy4x7,夏爾診所,臺北市,大安區,臺北市大安區信義路四段265巷54號,121.55567737704,25.035084075013,,02-2325-5508,,,,,2021-07-11T15:19:20.000Z,各縣市資料,,
rec6Os3Jd30g3S12F,許進賢耳鼻喉科診所,臺南市,永康區,台南市永康區民族路376號,,,,06-2724321,,,,,2021-07-11T15:22:23.000Z,各縣市資料,,
rec6QnTp8jnHX6VK0,蘇慧卿診所,臺北市,士林區,臺北市士林區大南路274號,121.51968186046,25.088748503542,,"02-2882-9955
02-2880-2159",,,,,2021-07-11T15:19:13.000Z,各縣市資料,,
rec6XRbFAhAxhux2M,佑民醫療社團法人佑民醫院,南投縣,草屯鎮,南投縣草屯鎮太平路一段200號,120.681861,23.960535,http://web.yumin.com.tw/OReg/OpoDoctorsVisitListPage?sectcategory=NONE&sectid=1101&sectname=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E7%96%AB%E8%8B%97%E6%B3%A8%E5%B0%84%E7%89%B9%E5%88%A5%E9%96%80%E8%A8%BA&showcd=N,049-2358151,http://web.yumin.com.tw/OReg/OpoDoctorsVisitListPage?sectcategory=NONE&sectid=1101&sectname=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E7%96%AB%E8%8B%97%E6%B3%A8%E5%B0%84%E7%89%B9%E5%88%A5%E9%96%80%E8%A8%BA&showcd=N,醫院各自系統,0938030016,1,2021-07-11T05:50:20.000Z,,,
rec6aJkIFHhhOXr3F,臺南市山上區衛生所,臺南市,山上區,臺南市山上區山上里35－2號,,,,06-5781013,,,,,2021-07-11T15:22:09.000Z,各縣市資料,,
rec6fvk2S1bnRDNUC,海寮診所,臺南市,安定區,台南市安定區海寮里7-9號,,,,06-5932693,,,,,2021-07-11T15:22:35.000Z,各縣市資料,,
rec6gNSPCHiybM0xL,苗栗縣銅鑼鄉衛生所,苗栗縣,銅鑼鄉,苗栗縣銅鑼鄉銅鑼村新興路81號,120.792877,24.484798,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335100011,037-981006,,,2335100011,1,2021-07-11T05:50:20.000Z,"僅提供現場報名
",,
rec6iNhp4T28PeK1A,雲林縣崙背鄉衛生所,雲林縣,崙背鄉,雲林縣崙背鄉南陽村南光路34號,120.353142,23.759812,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339120019,05-6962009,,,2339120019,1,2021-07-11T05:50:20.000Z,無任何網路資訊,,
rec6pHktR0EvMVwXo,長庚醫療財團法人林口長庚紀念醫院,桃園市,龜山區,桃園市龜山區公西里復興街5號、5之7號、文化一路15號,121.367627,25.06039,https://register.cgmh.org.tw/Department/3/30990D,03-3281200,https://register.cgmh.org.tw/Department/3/30990D,長庚醫院系列,1132070011,1,2021-07-11T05:50:20.000Z,,,
rec6qMFTic3XQdcHt,慶恩小兒科診所,臺北市,中山區,臺北市中山區吉林路117號,121.53029877449,25.05673873187,,02-2568-3199,,,,,2021-07-11T15:19:30.000Z,各縣市資料,,
rec6s3KGZpQLIJL3n,國軍高雄總醫院附設民眾診療服務處,高雄市,苓雅區,高雄市苓雅區建軍路5號,120.342027,22.627051,http://webreg.802.org.tw/tre/start.asp,07-7496751,https://reg.802.mnd.gov.tw/,國軍醫院系列,0502080015,1,2021-07-11T05:50:20.000Z,,,
rec6wB6dtr3rTYxx0,宜康診所,臺北市,中正區,臺北市中正區新生南路一段148號,121.5323727105,25.035590620732,,02-2341-7696,,,,,2021-07-11T15:19:32.000Z,各縣市資料,,
rec71T6QCkYKRkGaA,南投縣水里鄉衛生所,南投縣,水里鄉,南投縣水里鄉博愛路205號,120.848971,23.810497,https://docs.google.com/forms/d/e/1FAIpQLSeHwxYGksD3ME7JPTVBbKaTa_iRK87sH1A94vpSwfHCHwNOMw/viewform?OCID=MY01SV&form=MY01SV,049-2770079,,,2338110019,1,2021-07-11T05:50:20.000Z,"不再使用連結報名，
僅提供電話報名
",,
rec730WvN5Adin4W9,新北市貢寮區衛生所,新北市,貢寮區,新北市貢寮區朝陽街70巷10號、新北市貢寮區仁愛路128號,121.909462,25.022576,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331260016,02-24901431,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331260016,1,2021-07-11T11:05:50.000Z,,預約系統,是
rec73rpEaMZIM5kAC,苗栗縣頭份市衛生所,苗栗縣,頭份市,苗栗縣頭份市顯會路72號,120.915685,24.690483,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335050016,037-663049,,,2335050016,1,2021-07-11T05:50:20.000Z,"表示將用唐鳳開發之
疫苗接種預約平台",,
rec796df6MOSpbfFu,國泰醫療財團法人汐止國泰綜合醫院,新北市,汐止區,新北市汐止區建成路59巷2號地下4樓至地上12樓,121.661084,25.072872,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=1131110516,02-26482121,https://reg.cgh.org.tw/tw/reg/main_01.jsp,國泰醫院系列,1131110516,1,2021-07-11T11:05:50.000Z,,掛號系統,
rec79AHUncJej3SEm,屏東縣三地門鄉務生所,屏東縣,三地門鄉,屏東縣三地門鄉三地村行政街4號,120.653496,22.714383,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343260017,08-7991284,,,2343260017,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,
rec7KSC0murCmIZay,陳世澤內科診所,臺北市,中山區,臺北市中山區龍江路284-1號,121.54066752509,25.061005497206,,02-2501-1239,,,,,2021-07-11T15:19:30.000Z,各縣市資料,,
rec7LlknUzdERnkIC,滿州鄉衛生所,屏東縣,滿州鄉,947台灣屏東縣滿州鄉中山路31號947,120.838033,22.018626,,"08 880 1279",,,,,2021-07-11T15:19:06.000Z,各縣市資料,,
rec7Ox7YvRh2tZdsf,彰化縣伸港鄉衛生所,彰化縣,伸港鄉,彰化縣伸港鄉大同村中興路2段197號,120.485592,24.15926,https://sgaphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNsmpKYocja,04-7982034,,彰化衛生所系列,2337100019,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,
rec7Z4gzLQ1lNsaaJ,寧夏診所,臺北市,大同區,台北市大同區民生西路236號,121.51441606733,25.056892170029,,02-2558-6060,,,,,2021-07-11T15:19:17.000Z,各縣市資料,,
rec7kailw6aLbeFaf,臺東縣鹿野鄉衛生所,臺東縣,鹿野鄉,臺東縣鹿野鄉鹿野村中華路1段418號,121.136358,22.910277,,089-551074,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346090017,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,
rec7ksi0FemUwqw9p,屏東縣潮州鎮衛生所,屏東縣,潮州鎮,屏東縣潮州鎮三共里永坤路107號,120.542229,22.553018,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343020013,08-7882131,,,2343020013,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,
rec7lK3bmRrmwat8i,屏東縣竹田鄉衛生所,屏東縣,竹田鄉,屏東縣竹田鄉竹田村中山路25號,120.543137,22.586369,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343140010,08-7710445,,,2343140010,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,
rec7nwRYWu15DRQ3h,"雙園國小 (請由西藏路424號旁進入後門，位於萬華國中斜對面，南海實驗幼兒園旁的入口進入)",臺北市,萬華區,台北市萬華區莒光路315號,121.4977473932,25.031256371626,,,,,,,2021-07-11T15:20:09.000Z,各縣市資料,,
rec7rhGSOeJCVEjc4,景美醫院,臺北市,文山區,台北市文山區羅斯福路六段280號,121.53983036444,24.991088886719,,,,,,,2021-07-11T15:20:09.000Z,各縣市資料,,
rec7w8WrfpH2CgB0R,南門綜合醫院,新竹市,東區,新竹市東區林森路20號,120.969682,24.802219,http://reg.nanmen.com.tw:8080/NanWeb/index.html,03-5261122,http://reg.nanmen.com.tw:8080/NanWeb/index.html,醫院各自系統,1512011185,1,2021-07-11T11:05:50.000Z,,掛號系統,
rec7yWAFlEZNtdJzY,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,高雄市,鳳山區,高雄市鳳山區經武路42號,120.363086,22.628564,https://register.cgmh.org.tw/Department/T/T0990C,07-7418151,https://register.cgmh.org.tw/Register/T,長庚醫院系列,1142010518,1,2021-07-11T05:50:20.000Z,,,
rec7zvWuCKRH873v0,獅子鄉衛生所,屏東縣,獅子鄉,943台灣屏東縣獅子鄉楓林二巷32號,120.7046558,22.2019349,,"08 877 1324",,,,,2021-07-11T15:19:08.000Z,各縣市資料,,
rec80YjNB8Ru94eUK,台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,臺東縣,台東市,臺東縣臺東市長沙街303巷1號,121.141015,22.750271,https://ttreg.mmh.org.tw/DrSch.aspx?dept=O26A&dr=O26A&drname=&Lang=C,089-310150,https://ttreg.mmh.org.tw/DrSch.aspx?dept=O26A&dr=O26A&drname=&Lang=C,醫院各自系統,1146010014,1,2021-07-11T11:05:50.000Z,,掛號系統,
rec86WAykObDhKWrn,西園醫院,臺北市,萬華區,台北市萬華區西園路二段270號,121.49442795998,25.027703344393,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,
rec8IevTHk9zhuCe9,莊敬診所,臺北市,信義區,臺北市信義區莊敬路280號,121.56272479692,25.028802119996,,02-2758-9258,,,,,2021-07-11T15:19:57.000Z,各縣市資料,,
rec8JhbQSYJhpdqkj,台大北護分院,臺北市,萬華區,台北市萬華區內江街87號,121.50354645703,25.041739367744,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,
rec8Lj9kYlzw6QB3P,臺中市大甲區衛生所,臺中市,大甲區,臺中市大甲區德興路81號,120.624463,24.350189,https://www.health.taichung.gov.tw/1781358/post,04-26872153,,,2336030018,1,2021-07-11T05:50:20.000Z,"6/30-7/5暫停疫苗業務
",,
rec8RUxqEgkhBEWg1,聖和骨外科診所,臺北市,中山區,臺北市中山區農安街140號,121.53216505371,25.064712407706,,02-2596-9131,,,,,2021-07-11T15:19:27.000Z,各縣市資料,,
rec8XMgazaSESqoXW,蔡清祥小兒科診所,臺南市,安南區,台南市安南區同安路46號,,,,06-2477127,,,,,2021-07-11T15:22:40.000Z,各縣市資料,,
rec8ZJs5SCFbi5wiV,三地門鄉衛生所,屏東縣,三地門鄉,901台灣屏東縣三地門鄉行政街4號,120.6534,22.714605,,"08 799 1284",,,,,2021-07-11T15:19:06.000Z,各縣市資料,,
rec8fphmaCvsUimmk,屈銘軒小兒科診所,臺北市,文山區,臺北市文山區興隆路二段301巷4-2號,121.55348680666,25.001762680113,,02-2930-8518,,,,,2021-07-11T15:19:42.000Z,各縣市資料,,
rec8kkbqIx3WzbPhD,琉球鄉衛生所,屏東縣,琉球鄉,92941台灣屏東縣琉球鄉中山路51號,120.378361,22.348382,,"08 861 2513",,,,,2021-07-11T15:19:06.000Z,各縣市資料,,
rec8m97uowZpnKMGp,新興醫療社團法人新興醫院,臺南市,新營區,台南市新營區中興路10號,,,,06-6330011#308,,,,,2021-07-11T15:21:59.000Z,各縣市資料,,
rec8n36rUrfkY4PlO,台灣基督長老教會新樓醫療財團法人台南新樓醫院,臺南市,東區,臺南市東區泉北里東門路1段57號,120.212807,22.989158,http://class.sinlau.org.tw/mode02.asp?m=202104100907442&t=sub&da=1,06-2748316,https://rt01.sinlau.org.tw/sinlau/rt01/,新樓醫院系列,1121010018,1,2021-07-11T05:50:20.000Z,,,
rec8paUhtA5NpcMg6,臺南市中西區衛生所,臺南市,中西區,臺南市中西區淺草里環河街94號Ｂ1～3樓,,,,06-2252403,,,,,2021-07-11T15:22:04.000Z,各縣市資料,,
rec8qWYCZw3LFbt1y,林應然小兒科診所,臺北市,信義區,台北市信義區福德街75號,121.58114108,25.036853840277,,02-2759-5328,,,,,2021-07-11T15:19:52.000Z,各縣市資料,,
rec8rb4bsCHmrxjIF,康研診所,臺北市,內湖區,臺北市內湖區堤頂大道二段409號,121.56329351173,25.080722141712,,02-2657-7257,,,,,2021-07-11T15:19:37.000Z,各縣市資料,,
rec8vSaK0sGtMQEV0,雲林縣土庫鎮衛生所,雲林縣,土庫鎮,雲林縣土庫鎮忠正里中山路254號,120.392679,23.678336,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339050012,05-6622638,,,2339050012,1,2021-07-11T05:50:20.000Z,"僅提供現場報名
",,
rec91ChVBp7eOW33L,健康101診所,臺北市,中正區,台北市中正區牯嶺街97號1F,121.51908297365,25.025914529136,,02-2364-8085,,,,,2021-07-11T15:19:32.000Z,各縣市資料,,
rec9OIbzJWzBSewkl,義大醫療財團法人義大大昌醫院,高雄市,三民區,高雄市三民區大昌一路305號地下3樓至7樓,120.319936,22.657575,"https://www5.edah.org.tw/RegisterChooseOptionForEDH.aspx?deptCode=60&deptDesc=%E5%85%AC%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE&deptRoom=6016&eng_deptDesc=
",07-5599123,https://www.edah.org.tw/covid/CovidArea.html,義大系列,1107320017,1,2021-07-11T05:50:20.000Z,,,
rec9SO8FPgLWIfLxx,苗栗縣苑裡鎮衛生所,苗栗縣,苑裡鎮,苗栗縣苑裡鎮客庄里公民街16號,120.652734,24.439501,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335020018,037-869595,,,2335020018,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,
rec9Tt1oWCdQox5Dg,彰化基督教醫療財團法人雲林基督教醫院,雲林縣,西螺鎮,雲林縣西螺鎮新豐里市場南路371、375號,120.441292,23.780235,https://web2yl.cch.org.tw/TIrg/opd/service-e.aspx?id=7800&Page=11&#p,05-5871111,https://web2yl.cch.org.tw/TIrg/opd/service-e.aspx?id=7800&Page=11&#p,彰基醫院系列,1139040011,1,2021-07-11T05:50:20.000Z,,,
rec9XV49fmBna8TfV,屏東縣麟洛鄉衛生所,屏東縣,麟洛鄉,屏東縣麟洛鄉麟蹄村中山路156－1號,120.527497,22.651064,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343070013,08-7221152,https://www.ptshb.gov.tw/lil/Default.aspx,,2343070013,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,
rec9ZOGH49Z3OhBcc,滙安診所,臺北市,中正區,台北市中正區和平西路一段20號5樓,121.52089988044,25.026635071608,,02-2363-7588,,,,,2021-07-11T15:19:32.000Z,各縣市資料,,
rec9dcdlYnc53AtfQ,臺南市善化區衛生所,臺南市,善化區,臺南市善化區光文里中山路200號,,,,06-5837035,,,,,2021-07-11T15:22:06.000Z,各縣市資料,,
rec9huQLMIvxsHn5l,牡丹鄉衛生所,屏東縣,牡丹鄉,945台灣屏東縣牡丹鄉,120.774176,22.1254161,,"08 883 1013",,,,,2021-07-11T15:19:08.000Z,各縣市資料,,
rec9iTLNbDMZYYV39,苗栗縣三義鄉衛生所,苗栗縣,三義鄉,苗栗縣三義鄉復興路45號,120.770769,24.413381,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335130019,037-872014,,,2335130019,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,
rec9jxdYoKKhiePMF,張士澎內科家醫科診所,臺南市,南區,台南市南區西門路一段611號,,,,06-2216216,,,,,2021-07-11T15:22:47.000Z,各縣市資料,,
rec9oRj9rzRwlR0HA,來義鄉衛生所,屏東縣,來義鄉,922台灣屏東縣來義鄉南和路153號,120.6319977,22.5258209,,"08 879 1228",,,,,2021-07-11T15:19:08.000Z,各縣市資料,,
rec9s3PSbGsDYvHnk,臺中市太平區衛生所,臺中市,太平區,臺中市太平區中山路1段213之1號,120.731611,24.142543,https://www.health.taichung.gov.tw/1781358/post,04-23938083,,,2336190019,1,2021-07-11T05:50:20.000Z,"6/30-7/5暫停疫苗業務
",,
rec9sGHMOwjVR9Wsr,廖健良診所,臺南市,中西區,台南市中西區民生路一段30號,,,,06-2252983,,,,,2021-07-11T15:22:16.000Z,各縣市資料,,
rec9sRoiUSjCSh4b9,群康耳鼻喉科診所,臺南市,安南區,台南市安南區安和路一段184號,,,,06-2565466,,,,,2021-07-11T15:22:37.000Z,各縣市資料,,
rec9ue377byEkGoxD,珉安診所,臺南市,安定區,台南市安定區港口里235-4號,,,,06-5932793,,,,,2021-07-11T15:22:35.000Z,各縣市資料,,
recA7UVcdYqNmTWFS,杏安診所,臺北市,南港區,台北市南港區同德路76號1樓,121.58533424991,25.045719201816,,02-2789-2008,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,
recAJHmPjHZt7d5tc,"華恒輝家庭醫學科診所 ",臺南市,東區,台南市東區崇善路616號,,,,06-3358088,,,,,2021-07-11T15:22:47.000Z,各縣市資料,,
recAVgFEfvqO6M0KB,陳昱成耳鼻喉科診所,臺南市,安南區,台南市安南區海佃路一段196號,,,,06-2800178,,,,,2021-07-11T15:22:37.000Z,各縣市資料,,
recAdYII2pyyE4aRn,良典內科小兒科診所,臺南市,南區,台南市南區大同路二段356號,,,,06-2158491,,,,,2021-07-11T15:22:52.000Z,各縣市資料,,
recAfY0iDiPtMJOSR,民生診所,臺南市,六甲區,台南市六甲區中正路531號,,,,06-6986015,,,,,2021-07-11T15:22:19.000Z,各縣市資料,,
